,단지코드,총세대수,임대건물구분,지역,전용면적,전용면적별세대수,빈집,임대료,노선수,버스,주차면수,등록차량수
769,C1004,521,상가,충청남도,21.19,1,3.0,,0.0,2.0,153.0,93.0
770,C1004,521,상가,충청남도,21.19,1,3.0,,0.0,2.0,153.0,93.0
771,C1004,521,상가,충청남도,22.95,1,3.0,,0.0,2.0,153.0,93.0
772,C1004,521,상가,충청남도,23.4,1,3.0,,0.0,2.0,153.0,93.0
773,C1004,521,상가,충청남도,23.4,1,3.0,,0.0,2.0,153.0,93.0
774,C1004,521,상가,충청남도,23.4,1,3.0,,0.0,2.0,153.0,93.0
775,C1004,521,상가,충청남도,23.4,1,3.0,,0.0,2.0,153.0,93.0
776,C1004,521,상가,충청남도,27.23,1,3.0,,0.0,2.0,153.0,93.0
777,C1004,521,상가,충청남도,31.85,1,3.0,,0.0,2.0,153.0,93.0
778,C1004,521,상가,충청남도,32.29,1,3.0,,0.0,2.0,153.0,93.0
779,C1004,521,상가,충청남도,35.13,1,3.0,,0.0,2.0,153.0,93.0
780,C1004,521,상가,충청남도,36.47,1,3.0,,0.0,2.0,153.0,93.0
781,C1004,521,상가,충청남도,50.08,1,3.0,,0.0,2.0,153.0,93.0
782,C1004,521,상가,충청남도,240.22,1,3.0,,0.0,2.0,153.0,93.0
783,C1875,1003,아파트,충청남도,26.37,596,5.0,69900,0.0,8.0,192.0,209.0
784,C1875,1003,아파트,충청남도,26.37,239,5.0,69900,0.0,8.0,192.0,209.0
785,C1875,1003,아파트,충청남도,31.32,149,5.0,83020,0.0,8.0,192.0,209.0
786,C1875,1003,상가,충청남도,14.1,1,5.0,,0.0,8.0,192.0,209.0
787,C1875,1003,상가,충청남도,18.98,1,5.0,,0.0,8.0,192.0,209.0
788,C1875,1003,상가,충청남도,19.36,1,5.0,,0.0,8.0,192.0,209.0
789,C1875,1003,상가,충청남도,21.46,1,5.0,,0.0,8.0,192.0,209.0
790,C1875,1003,상가,충청남도,21.46,1,5.0,,0.0,8.0,192.0,209.0
791,C1875,1003,상가,충청남도,22.83,1,5.0,,0.0,8.0,192.0,209.0
792,C1875,1003,상가,충청남도,23.4,1,5.0,,0.0,8.0,192.0,209.0
793,C1875,1003,상가,충청남도,23.4,1,5.0,,0.0,8.0,192.0,209.0
794,C1875,1003,상가,충청남도,23.4,1,5.0,,0.0,8.0,192.0,209.0
795,C1875,1003,상가,충청남도,23.4,1,5.0,,0.0,8.0,192.0,209.0
796,C1875,1003,상가,충청남도,23.4,1,5.0,,0.0,8.0,192.0,209.0
797,C1875,1003,상가,충청남도,23.4,1,5.0,,0.0,8.0,192.0,209.0
798,C1875,1003,상가,충청남도,27.55,1,5.0,,0.0,8.0,192.0,209.0
799,C1875,1003,상가,충청남도,29.17,1,5.0,,0.0,8.0,192.0,209.0
800,C1875,1003,상가,충청남도,31.92,1,5.0,,0.0,8.0,192.0,209.0
801,C1875,1003,상가,충청남도,32.6,1,5.0,,0.0,8.0,192.0,209.0
802,C1875,1003,상가,충청남도,36.57,1,5.0,,0.0,8.0,192.0,209.0
803,C1875,1003,상가,충청남도,50.08,1,5.0,,0.0,8.0,192.0,209.0
804,C1875,1003,상가,충청남도,240.22,1,5.0,,0.0,8.0,192.0,209.0
805,C2156,306,아파트,충청남도,36.55,120,0.0,80500,0.0,1.0,246.0,204.0
806,C2156,306,아파트,충청남도,39.57,120,0.0,90410,0.0,1.0,246.0,204.0
807,C2156,306,아파트,충청남도,51.93,65,0.0,127580,0.0,1.0,246.0,204.0
808,C2212,697,아파트,강원도,26.37,298,0.0,74860,0.0,4.0,128.0,86.0
809,C2212,697,아파트,강원도,31.32,239,0.0,88910,0.0,4.0,128.0,86.0
810,C2212,697,아파트,강원도,31.32,149,0.0,88910,0.0,4.0,128.0,86.0
811,C2212,697,상가,강원도,31.84,1,0.0,,0.0,4.0,128.0,86.0
812,C2212,697,상가,강원도,31.84,1,0.0,,0.0,4.0,128.0,86.0
813,C2212,697,상가,강원도,31.84,1,0.0,,0.0,4.0,128.0,86.0
814,C2212,697,상가,강원도,31.84,1,0.0,,0.0,4.0,128.0,86.0
815,C2212,697,상가,강원도,31.84,1,0.0,,0.0,4.0,128.0,86.0
816,C2212,697,상가,강원도,31.84,1,0.0,,0.0,4.0,128.0,86.0
817,C2212,697,상가,강원도,63.68,1,0.0,,0.0,4.0,128.0,86.0
818,C2212,697,상가,강원도,63.68,1,0.0,,0.0,4.0,128.0,86.0
819,C2212,697,상가,강원도,63.68,1,0.0,,0.0,4.0,128.0,86.0
820,C2212,697,상가,강원도,63.68,1,0.0,,0.0,4.0,128.0,86.0
821,C2212,697,상가,강원도,137.49,1,0.0,,0.0,4.0,128.0,86.0
822,C2401,213,아파트,강원도,39.72,65,21.0,72660,0.0,3.0,164.0,19.0
823,C2401,213,아파트,강원도,46.9,104,21.0,28850,0.0,3.0,164.0,19.0
824,C2401,213,아파트,강원도,59.88,44,21.0,199910,0.0,3.0,164.0,19.0
825,C2571,481,아파트,경상남도,26.37,468,5.0,68000,0.0,1.0,65.0,62.0
826,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
827,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
828,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
829,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
830,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
831,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
832,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
833,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
834,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
835,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
836,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
837,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0
838,C2571,481,상가,경상남도,126.65,1,5.0,,0.0,1.0,65.0,62.0
839,C1175,468,아파트,충청남도,46.9,198,15.0,128070,0.0,2.0,477.0,430.0
840,C1175,468,아파트,충청남도,51.93,90,15.0,160100,0.0,2.0,477.0,430.0
841,C1175,468,아파트,충청남도,59.88,180,15.0,204940,0.0,2.0,477.0,430.0
842,C1833,1364,아파트,제주특별자치도,33.4,128,19.0,99720,0.0,5.0,1505.0,1001.0
843,C1833,1364,아파트,제주특별자치도,33.4,174,19.0,99720,0.0,5.0,1505.0,1001.0
844,C1833,1364,아파트,제주특별자치도,39.57,220,19.0,123750,0.0,5.0,1505.0,1001.0
845,C1833,1364,아파트,제주특별자치도,39.57,280,19.0,123750,0.0,5.0,1505.0,1001.0
846,C1833,1364,아파트,제주특별자치도,46.9,252,19.0,164610,0.0,5.0,1505.0,1001.0
847,C1833,1364,아파트,제주특별자치도,46.9,90,19.0,164610,0.0,5.0,1505.0,1001.0
848,C1833,1364,아파트,제주특별자치도,51.95,220,19.0,215080,0.0,5.0,1505.0,1001.0
849,C2445,800,아파트,충청북도,36.62,414,16.0,88900,0.0,4.0,671.0,334.0
850,C2445,800,아파트,충청북도,36.62,108,16.0,88900,0.0,4.0,671.0,334.0
851,C2445,800,아파트,충청북도,46.9,45,16.0,141770,0.0,4.0,671.0,334.0
852,C2445,800,아파트,충청북도,46.9,90,16.0,141770,0.0,4.0,671.0,334.0
853,C2445,800,아파트,충청북도,51.93,104,16.0,170610,0.0,4.0,671.0,334.0
854,C2445,800,아파트,충청북도,51.93,39,16.0,170610,0.0,4.0,671.0,334.0
855,C1885,830,아파트,전라남도,36.7,174,14.0,100920,0.0,4.0,802.0,616.0
856,C1885,830,아파트,전라남도,36.7,84,14.0,100920,0.0,4.0,802.0,616.0
857,C1885,830,아파트,전라남도,36.73,120,14.0,100920,0.0,4.0,802.0,616.0
858,C1885,830,아파트,전라남도,36.73,40,14.0,100920,0.0,4.0,802.0,616.0
859,C1885,830,아파트,전라남도,36.74,80,14.0,100920,0.0,4.0,802.0,616.0
860,C1885,830,아파트,전라남도,46.74,62,14.0,144180,0.0,4.0,802.0,616.0
861,C1885,830,아파트,전라남도,46.83,54,14.0,144180,0.0,4.0,802.0,616.0
862,C1885,830,아파트,전라남도,46.83,216,14.0,144180,0.0,4.0,802.0,616.0
863,C2368,775,아파트,전라남도,36.57,22,10.0,100920,0.0,4.0,738.0,548.0
864,C2368,775,아파트,전라남도,36.7,94,10.0,100920,0.0,4.0,738.0,548.0
865,C2368,775,아파트,전라남도,36.7,34,10.0,100920,0.0,4.0,738.0,548.0
866,C2368,775,아파트,전라남도,36.7,12,10.0,100920,0.0,4.0,738.0,548.0
867,C2368,775,아파트,전라남도,36.73,150,10.0,100920,0.0,4.0,738.0,548.0
868,C2368,775,아파트,전라남도,36.73,51,10.0,100920,0.0,4.0,738.0,548.0
869,C2368,775,아파트,전라남도,36.74,102,10.0,100920,0.0,4.0,738.0,548.0
870,C2368,775,아파트,전라남도,51.73,310,10.0,181420,0.0,4.0,738.0,548.0
871,C2016,261,아파트,충청북도,36.55,86,15.0,80790,0.0,2.0,198.0,220.0
872,C2016,261,아파트,충청북도,36.55,42,15.0,80790,0.0,2.0,198.0,220.0
873,C2016,261,아파트,충청북도,46.9,90,15.0,126960,0.0,2.0,198.0,220.0
874,C2016,261,아파트,충청북도,46.9,43,15.0,126960,0.0,2.0,198.0,220.0
875,C2371,474,아파트,경상북도,36.52,42,20.0,72080,0.0,1.0,374.0,451.0
876,C2371,474,아파트,경상북도,36.52,134,20.0,72080,0.0,1.0,374.0,451.0
877,C2371,474,아파트,경상북도,36.8,88,20.0,72080,0.0,1.0,374.0,451.0
878,C2371,474,아파트,경상북도,46.9,22,20.0,108130,0.0,1.0,374.0,451.0
879,C2371,474,아파트,경상북도,46.9,96,20.0,108130,0.0,1.0,374.0,451.0
880,C2371,474,아파트,경상북도,46.94,46,20.0,108130,0.0,1.0,374.0,451.0
881,C2371,474,아파트,경상북도,51.72,24,20.0,123750,0.0,1.0,374.0,451.0
882,C2371,474,아파트,경상북도,51.93,22,20.0,123750,0.0,1.0,374.0,451.0
883,C2536,72,아파트,전라북도,35.1,40,7.0,50400,0.0,1.0,54.0,47.0
884,C2536,72,아파트,전라북도,35.1,8,7.0,50400,0.0,1.0,54.0,47.0
885,C2536,72,아파트,전라북도,43.23,24,7.0,75610,0.0,1.0,54.0,47.0
886,C2538,1473,아파트,경기도,26.47,188,13.0,174280,0.0,3.0,1299.0,799.0
887,C2538,1473,아파트,경기도,33.96,202,13.0,223930,0.0,3.0,1299.0,799.0
888,C2538,1473,아파트,경기도,33.96,82,13.0,223930,0.0,3.0,1299.0,799.0
889,C2538,1473,아파트,경기도,33.96,40,13.0,223930,0.0,3.0,1299.0,799.0
890,C2538,1473,아파트,경기도,33.96,12,13.0,223930,0.0,3.0,1299.0,799.0
891,C2538,1473,아파트,경기도,36.96,259,13.0,257400,0.0,3.0,1299.0,799.0
892,C2538,1473,아파트,경기도,36.96,87,13.0,257400,0.0,3.0,1299.0,799.0
893,C2538,1473,아파트,경기도,36.99,24,13.0,257400,0.0,3.0,1299.0,799.0
894,C2538,1473,아파트,경기도,46.4,60,13.0,311110,0.0,3.0,1299.0,799.0
895,C2538,1473,아파트,경기도,46.4,15,13.0,311110,0.0,3.0,1299.0,799.0
896,C2538,1473,아파트,경기도,46.96,176,13.0,311110,0.0,3.0,1299.0,799.0
897,C2538,1473,아파트,경기도,46.96,45,13.0,311110,0.0,3.0,1299.0,799.0
898,C2538,1473,아파트,경기도,51.91,12,13.0,340790,0.0,3.0,1299.0,799.0
899,C2538,1473,아파트,경기도,51.91,117,13.0,340790,0.0,3.0,1299.0,799.0
900,C2538,1473,아파트,경기도,51.91,30,13.0,340790,0.0,3.0,1299.0,799.0
901,C2538,1473,아파트,경기도,51.92,72,13.0,340790,0.0,3.0,1299.0,799.0
902,C2538,1473,아파트,경기도,51.92,14,13.0,340790,0.0,3.0,1299.0,799.0
903,C2538,1473,아파트,경기도,51.92,24,13.0,340790,0.0,3.0,1299.0,799.0
904,C2538,1473,아파트,경기도,51.92,14,13.0,340790,0.0,3.0,1299.0,799.0
905,C1014,996,아파트,전라북도,33.35,516,5.0,138180,0.0,2.0,823.0,708.0
906,C1014,996,아파트,전라북도,46.8,120,5.0,150190,0.0,2.0,823.0,708.0
907,C1014,996,아파트,전라북도,46.9,119,5.0,150190,0.0,2.0,823.0,708.0
908,C1014,996,아파트,전라북도,46.9,41,5.0,150190,0.0,2.0,823.0,708.0
909,C1014,996,아파트,전라북도,51.72,116,5.0,162210,0.0,2.0,823.0,708.0
910,C1014,996,아파트,전라북도,59.23,71,5.0,186230,0.0,2.0,823.0,708.0
911,C1014,996,아파트,전라북도,59.73,13,5.0,186230,0.0,2.0,823.0,708.0
912,C1592,870,아파트,강원도,33.4,288,13.0,158540,0.0,5.0,763.0,739.0
913,C1592,870,아파트,강원도,36.55,120,13.0,172190,0.0,5.0,763.0,739.0
914,C1592,870,아파트,강원도,36.55,60,13.0,172190,0.0,5.0,763.0,739.0
915,C1592,870,아파트,강원도,36.55,60,13.0,172190,0.0,5.0,763.0,739.0
916,C1592,870,아파트,강원도,46.9,28,13.0,245280,0.0,5.0,763.0,739.0
917,C1592,870,아파트,강원도,46.9,178,13.0,245280,0.0,5.0,763.0,739.0
918,C1592,870,아파트,강원도,51.93,136,13.0,286150,0.0,5.0,763.0,739.0
919,C1867,678,아파트,경상남도,36.52,216,26.0,100920,0.0,2.0,579.0,374.0
920,C1867,678,아파트,경상남도,36.52,72,26.0,100920,0.0,2.0,579.0,374.0
921,C1867,678,아파트,경상남도,36.52,124,26.0,100920,0.0,2.0,579.0,374.0
922,C1867,678,아파트,경상남도,36.52,42,26.0,100920,0.0,2.0,579.0,374.0
923,C1867,678,아파트,경상남도,46.54,84,26.0,144180,0.0,2.0,579.0,374.0
924,C1867,678,아파트,경상남도,51.93,140,26.0,186230,0.0,2.0,579.0,374.0
925,C2326,632,아파트,충청북도,36.92,139,15.0,96110,0.0,4.0,478.0,557.0
926,C2326,632,아파트,충청북도,36.92,43,15.0,96110,0.0,4.0,478.0,557.0
927,C2326,632,아파트,충청북도,39.89,203,15.0,114140,0.0,4.0,478.0,557.0
928,C2326,632,아파트,충청북도,39.89,73,15.0,114140,0.0,4.0,478.0,557.0
929,C2326,632,아파트,충청북도,46.89,174,15.0,153790,0.0,4.0,478.0,557.0
930,C1015,961,아파트,부산광역시,36.66,340,28.0,87710,0.0,3.0,928.0,579.0
931,C1015,961,아파트,부산광역시,36.66,56,28.0,87710,0.0,3.0,928.0,579.0
932,C1015,961,아파트,부산광역시,36.94,79,28.0,87710,0.0,3.0,928.0,579.0
933,C1015,961,아파트,부산광역시,46.03,40,28.0,140810,0.0,3.0,928.0,579.0
934,C1015,961,아파트,부산광역시,46.46,245,28.0,140810,0.0,3.0,928.0,579.0
935,C1015,961,아파트,부산광역시,46.46,95,28.0,140810,0.0,3.0,928.0,579.0
936,C1015,961,아파트,부산광역시,59.48,88,28.0,201990,0.0,3.0,928.0,579.0
937,C1015,961,아파트,부산광역시,59.69,18,28.0,201990,0.0,3.0,928.0,579.0
938,C1620,1232,아파트,광주광역시,36.37,684,22.0,90110,0.0,4.0,1181.0,1101.0
939,C1620,1232,아파트,광주광역시,36.37,25,22.0,90110,0.0,4.0,1181.0,1101.0
940,C1620,1232,아파트,광주광역시,46.72,262,22.0,141770,0.0,4.0,1181.0,1101.0
941,C1620,1232,아파트,광주광역시,46.72,87,22.0,141770,0.0,4.0,1181.0,1101.0
942,C1620,1232,아파트,광주광역시,46.74,174,22.0,141770,0.0,4.0,1181.0,1101.0
943,C1049,676,아파트,광주광역시,36.37,369,18.0,90110,0.0,3.0,658.0,762.0
944,C1049,676,아파트,광주광역시,36.37,20,18.0,90110,0.0,3.0,658.0,762.0
945,C1049,676,아파트,광주광역시,51.44,152,18.0,175410,0.0,3.0,658.0,762.0
946,C1049,676,아파트,광주광역시,51.72,45,18.0,175410,0.0,3.0,658.0,762.0
947,C1049,676,아파트,광주광역시,51.79,90,18.0,175410,0.0,3.0,658.0,762.0
948,C2000,1300,아파트,경상남도,36.65,240,21.0,90110,0.0,2.0,1082.0,795.0
949,C2000,1300,아파트,경상남도,36.65,30,21.0,90110,0.0,2.0,1082.0,795.0
950,C2000,1300,아파트,경상남도,39.48,180,21.0,114140,0.0,2.0,1082.0,795.0
951,C2000,1300,아파트,경상남도,46.9,135,21.0,169420,0.0,2.0,1082.0,795.0
952,C2000,1300,아파트,경상남도,46.9,496,21.0,169420,0.0,2.0,1082.0,795.0
953,C2000,1300,아파트,경상남도,46.9,69,21.0,169420,0.0,2.0,1082.0,795.0
954,C2000,1300,아파트,경상남도,59.88,150,21.0,219880,0.0,2.0,1082.0,795.0
955,C2097,998,아파트,경상북도,33.8,184,29.0,90020,0.0,2.0,1240.0,995.0
956,C2097,998,아파트,경상북도,39.9,121,29.0,110790,0.0,2.0,1240.0,995.0
957,C2097,998,아파트,경상북도,39.99,122,29.0,110790,0.0,2.0,1240.0,995.0
958,C2097,998,아파트,경상북도,39.99,124,29.0,110790,0.0,2.0,1240.0,995.0
959,C2097,998,아파트,경상북도,46.7,115,29.0,39840,0.0,2.0,1240.0,995.0
960,C2097,998,아파트,경상북도,46.75,244,29.0,39840,0.0,2.0,1240.0,995.0
961,C2097,998,아파트,경상북도,59.61,88,29.0,228540,0.0,2.0,1240.0,995.0
962,C1668,493,아파트,전라남도,36.16,75,7.0,75690,0.0,4.0,421.0,288.0
963,C1668,493,아파트,전라남도,36.16,15,7.0,75690,0.0,4.0,421.0,288.0
964,C1668,493,아파트,전라남도,36.16,116,7.0,75690,0.0,4.0,421.0,288.0
965,C1668,493,아파트,전라남도,36.38,15,7.0,75690,0.0,4.0,421.0,288.0
966,C1668,493,아파트,전라남도,46.61,100,7.0,120150,0.0,4.0,421.0,288.0
967,C1668,493,아파트,전라남도,46.61,52,7.0,120150,0.0,4.0,421.0,288.0
968,C1668,493,아파트,전라남도,51.75,120,7.0,146580,0.0,4.0,421.0,288.0
969,C1689,1117,아파트,경기도,26.95,186,4.0,126470,1.0,3.0,985.0,960.0
970,C1689,1117,아파트,경기도,36.78,168,4.0,178480,1.0,3.0,985.0,960.0
971,C1689,1117,아파트,경기도,36.87,276,4.0,178480,1.0,3.0,985.0,960.0
972,C1689,1117,아파트,경기도,46.48,122,4.0,291970,1.0,3.0,985.0,960.0
973,C1689,1117,아파트,경기도,46.75,16,4.0,291970,1.0,3.0,985.0,960.0
974,C1689,1117,아파트,경기도,46.75,98,4.0,291970,1.0,3.0,985.0,960.0
975,C1689,1117,아파트,경기도,46.75,30,4.0,291970,1.0,3.0,985.0,960.0
976,C1689,1117,아파트,경기도,46.95,73,4.0,291970,1.0,3.0,985.0,960.0
977,C1689,1117,아파트,경기도,51.94,100,4.0,348700,1.0,3.0,985.0,960.0
978,C1689,1117,아파트,경기도,51.94,48,4.0,348700,1.0,3.0,985.0,960.0
979,C1234,307,아파트,강원도,51.86,215,1.0,142330,0.0,2.0,219.0,311.0
980,C1234,307,아파트,강원도,59.57,92,1.0,165200,0.0,2.0,219.0,311.0
981,C2514,501,아파트,경상남도,46.69,44,10.0,138720,0.0,1.0,405.0,648.0
982,C2514,501,아파트,경상남도,46.9,156,10.0,138720,0.0,1.0,405.0,648.0
983,C2514,501,아파트,경상남도,46.9,24,10.0,138720,0.0,1.0,405.0,648.0
984,C2514,501,아파트,경상남도,51.92,44,10.0,161020,0.0,1.0,405.0,648.0
985,C2514,501,아파트,경상남도,51.93,198,10.0,161020,0.0,1.0,405.0,648.0
986,C2514,501,아파트,경상남도,51.93,35,10.0,161020,0.0,1.0,405.0,648.0
987,C1368,896,아파트,경상북도,39.82,176,29.0,117330,0.0,10.0,900.0,861.0
988,C1368,896,아파트,경상북도,46.9,180,29.0,158540,0.0,10.0,900.0,861.0
989,C1368,896,아파트,경상북도,51.93,450,29.0,194730,0.0,10.0,900.0,861.0
990,C1368,896,아파트,경상북도,51.93,90,29.0,194730,0.0,10.0,900.0,861.0
991,C1057,521,아파트,경상북도,39.82,134,24.0,117330,0.0,4.0,521.0,521.0
992,C1057,521,아파트,경상북도,46.9,135,24.0,158540,0.0,4.0,521.0,521.0
993,C1057,521,아파트,경상북도,51.93,207,24.0,194730,0.0,4.0,521.0,521.0
994,C1057,521,아파트,경상북도,51.93,45,24.0,194730,0.0,4.0,521.0,521.0
995,C2336,458,아파트,경상북도,39.49,82,13.0,104840,0.0,2.0,399.0,562.0
996,C2336,458,아파트,경상북도,39.62,30,13.0,104840,0.0,2.0,399.0,562.0
997,C2336,458,아파트,경상북도,39.63,60,13.0,104840,0.0,2.0,399.0,562.0
998,C2336,458,아파트,경상북도,46.59,58,13.0,134300,0.0,2.0,399.0,562.0
999,C2336,458,아파트,경상북도,46.7,56,13.0,134300,0.0,2.0,399.0,562.0
1000,C2336,458,아파트,경상북도,46.9,116,13.0,134300,0.0,2.0,399.0,562.0
1001,C2336,458,아파트,경상북도,59.89,56,13.0,205060,0.0,2.0,399.0,562.0
1002,C1026,290,아파트,경상북도,51.66,180,10.0,96580,0.0,2.0,205.0,422.0
1003,C1026,290,아파트,경상북도,59.99,110,10.0,121980,0.0,2.0,205.0,422.0
1004,C2256,409,아파트,경상남도,29.91,88,7.0,65950,0.0,1.0,316.0,344.0
1005,C2256,409,아파트,경상남도,36.62,131,7.0,91140,0.0,1.0,316.0,344.0
1006,C2256,409,아파트,경상남도,46.9,132,7.0,136710,0.0,1.0,316.0,344.0
1007,C2256,409,아파트,경상남도,51.93,40,7.0,167890,0.0,1.0,316.0,344.0
1008,C2256,409,아파트,경상남도,51.93,18,7.0,167890,0.0,1.0,316.0,344.0
1009,C1900,586,아파트,전라북도,36.63,90,2.0,74890,0.0,2.0,472.0,596.0
1010,C1900,586,아파트,전라북도,36.63,60,2.0,74890,0.0,2.0,472.0,596.0
1011,C1900,586,아파트,전라북도,39.51,86,2.0,84880,0.0,2.0,472.0,596.0
1012,C1900,586,아파트,전라북도,46.73,86,2.0,106090,0.0,2.0,472.0,596.0
1013,C1900,586,아파트,전라북도,46.9,72,2.0,106090,0.0,2.0,472.0,596.0
1014,C1900,586,아파트,전라북도,46.9,48,2.0,106090,0.0,2.0,472.0,596.0
1015,C1900,586,아파트,전라북도,51.93,120,2.0,124830,0.0,2.0,472.0,596.0
1016,C1900,586,아파트,전라북도,51.93,24,2.0,124830,0.0,2.0,472.0,596.0
1017,C2666,1084,아파트,부산광역시,39.74,178,23.0,115180,0.0,1.0,837.0,701.0
1018,C2666,1084,아파트,부산광역시,39.96,254,23.0,115180,0.0,1.0,837.0,701.0
1019,C2666,1084,아파트,부산광역시,39.96,26,23.0,115180,0.0,1.0,837.0,701.0
1020,C2666,1084,아파트,부산광역시,46.56,165,23.0,151110,0.0,1.0,837.0,701.0
1021,C2666,1084,아파트,부산광역시,46.56,289,23.0,151110,0.0,1.0,837.0,701.0
1022,C2666,1084,아파트,부산광역시,46.77,172,23.0,151110,0.0,1.0,837.0,701.0
1023,C2361,1174,아파트,경기도,39.72,172,9.0,197230,0.0,4.0,1026.0,1117.0
1024,C2361,1174,아파트,경기도,39.72,76,9.0,197230,0.0,4.0,1026.0,1117.0
1025,C2361,1174,아파트,경기도,39.77,174,9.0,197230,0.0,4.0,1026.0,1117.0
1026,C2361,1174,아파트,경기도,46.9,189,9.0,259660,0.0,4.0,1026.0,1117.0
1027,C2361,1174,아파트,경기도,46.9,25,9.0,259660,0.0,4.0,1026.0,1117.0
1028,C2361,1174,아파트,경기도,46.9,90,9.0,259660,0.0,4.0,1026.0,1117.0
1029,C2361,1174,아파트,경기도,46.9,45,9.0,259660,0.0,4.0,1026.0,1117.0
1030,C2361,1174,아파트,경기도,46.96,33,9.0,259660,0.0,4.0,1026.0,1117.0
1031,C2361,1174,아파트,경기도,51.93,124,9.0,308350,0.0,4.0,1026.0,1117.0
1032,C2361,1174,아파트,경기도,51.93,78,9.0,308350,0.0,4.0,1026.0,1117.0
1033,C2361,1174,아파트,경기도,59.61,168,9.0,370790,0.0,4.0,1026.0,1117.0
1034,C1642,270,아파트,전라남도,39.72,105,14.0,78670,0.0,6.0,222.0,297.0
1035,C1642,270,아파트,전라남도,39.72,15,14.0,78670,0.0,6.0,222.0,297.0
1036,C1642,270,아파트,전라남도,46.79,12,14.0,107200,0.0,6.0,222.0,297.0
1037,C1642,270,아파트,전라남도,46.9,45,14.0,107200,0.0,6.0,222.0,297.0
1038,C1642,270,아파트,전라남도,46.9,27,14.0,107200,0.0,6.0,222.0,297.0
1039,C1642,270,아파트,전라남도,46.9,26,14.0,107200,0.0,6.0,222.0,297.0
1040,C1642,270,아파트,전라남도,46.9,40,14.0,107200,0.0,6.0,222.0,297.0
1041,C1013,1308,아파트,광주광역시,39.65,291,16.0,108900,0.0,6.0,1119.0,1665.0
1042,C1013,1308,아파트,광주광역시,46.22,510,16.0,135960,0.0,6.0,1119.0,1665.0
1043,C1013,1308,아파트,광주광역시,46.22,70,16.0,135960,0.0,6.0,1119.0,1665.0
1044,C1013,1308,아파트,광주광역시,46.76,177,16.0,135960,0.0,6.0,1119.0,1665.0
1045,C1013,1308,아파트,광주광역시,51.86,260,16.0,156850,0.0,6.0,1119.0,1665.0
1046,C2232,355,아파트,광주광역시,39.72,58,13.0,110110,0.0,3.0,354.0,248.0
1047,C2232,355,아파트,광주광역시,39.85,56,13.0,110110,0.0,3.0,354.0,248.0
1048,C2232,355,아파트,광주광역시,46.9,96,13.0,133780,0.0,3.0,354.0,248.0
1049,C2232,355,아파트,광주광역시,59.88,145,13.0,222340,0.0,3.0,354.0,248.0
1050,C1973,384,아파트,광주광역시,39.72,42,15.0,110110,0.0,3.0,384.0,457.0
1051,C1973,384,아파트,광주광역시,39.85,42,15.0,110110,0.0,3.0,384.0,457.0
1052,C1973,384,아파트,광주광역시,59.88,300,15.0,222340,0.0,3.0,384.0,457.0
1053,C2458,853,아파트,광주광역시,46.59,61,28.0,40670,0.0,3.0,853.0,910.0
1054,C2458,853,아파트,광주광역시,46.9,432,28.0,40670,0.0,3.0,853.0,910.0
1055,C2458,853,아파트,광주광역시,46.9,2,28.0,40670,0.0,3.0,853.0,910.0
1056,C2458,853,아파트,광주광역시,46.9,56,28.0,40670,0.0,3.0,853.0,910.0
1057,C2458,853,아파트,광주광역시,51.89,22,28.0,165690,0.0,3.0,853.0,910.0
1058,C2458,853,아파트,광주광역시,51.93,195,28.0,165690,0.0,3.0,853.0,910.0
1059,C2458,853,아파트,광주광역시,51.93,85,28.0,165690,0.0,3.0,853.0,910.0
1060,C2574,996,아파트,광주광역시,39.48,180,14.0,111090,0.0,6.0,895.0,826.0
1061,C2574,996,아파트,광주광역시,39.72,176,14.0,111090,0.0,6.0,895.0,826.0
1062,C2574,996,아파트,광주광역시,39.72,88,14.0,111090,0.0,6.0,895.0,826.0
1063,C2574,996,아파트,광주광역시,46.9,165,14.0,142310,0.0,6.0,895.0,826.0
1064,C2574,996,아파트,광주광역시,46.9,15,14.0,142310,0.0,6.0,895.0,826.0
1065,C2574,996,아파트,광주광역시,46.9,78,14.0,142310,0.0,6.0,895.0,826.0
1066,C2574,996,아파트,광주광역시,46.9,132,14.0,142310,0.0,6.0,895.0,826.0
1067,C2574,996,아파트,광주광역시,51.93,135,14.0,172280,0.0,6.0,895.0,826.0
1068,C2574,996,아파트,광주광역시,51.93,27,14.0,172280,0.0,6.0,895.0,826.0
1069,C2133,355,아파트,광주광역시,39.72,115,10.0,111090,0.0,3.0,330.0,328.0
