단지코드,총세대수,임대건물구분,지역,빈집,노선수,버스,area10,area20,area30,area40,area50,area60,area70,area80,area100,주차면수,등록차량수
C2587,603,아파트,경상북도,23.0,0.0,3.0,0,0,334,72,197,0,0,0,0,506.0,589.0
C2127,700,아파트,경상남도,21.0,0.0,2.0,0,0,352,228,120,0,0,0,0,592.0,403.0
C1316,107,아파트,충청남도,7.0,0.0,2.0,0,0,96,0,11,0,0,0,0,27.0,22.0
C1674,318,아파트,전라남도,4.0,0.0,1.0,0,0,190,128,0,0,0,0,0,262.0,322.0
C1713,656,아파트,경상남도,2.0,0.0,1.0,0,0,454,90,112,0,0,0,0,527.0,566.0
C1845,306,아파트,강원도,0.0,0.0,3.0,0,0,156,120,30,0,0,0,0,248.0,277.0
C2082,970,아파트,경기도,19.0,0.0,2.0,0,176,332,326,136,0,0,0,0,845.0,822.0
C1328,992,아파트,경기도,36.0,0.0,15.0,0,160,410,262,160,0,0,0,0,871.0,770.0
C2357,533,아파트,부산광역시,25.0,1.0,2.0,0,0,264,104,165,0,0,0,0,484.0,345.0
C2565,1006,아파트,경상북도,33.0,0.0,3.0,0,0,219,397,390,0,0,0,0,915.0,1090.0
C1804,478,아파트,경기도,3.0,0.0,3.0,0,0,0,0,0,0,6,20,0,629.0,951.0
C2255,560,아파트,충청남도,2.0,0.0,2.0,0,238,178,144,0,0,0,0,0,400.0,410.0
C1343,600,아파트,경기도,8.0,1.0,4.0,0,0,215,281,104,0,0,0,0,528.0,549.0
C1987,291,아파트,부산광역시,26.0,3.0,4.0,0,0,0,200,91,0,0,0,0,257.0,166.0
C2479,679,아파트,경기도,13.0,0.0,2.0,0,0,280,274,125,0,0,0,0,615.0,647.0
C2352,1065,아파트,서울특별시,7.0,0.0,4.0,0,192,557,316,0,0,0,0,0,879.0,793.0
C1310,1037,아파트,강원도,17.0,0.0,6.0,0,150,630,105,152,0,0,0,0,936.0,1084.0
C1738,715,아파트,경상남도,13.0,0.0,3.0,0,0,480,156,79,0,0,0,0,582.0,682.0
C1039,790,아파트,서울특별시,13.0,0.0,3.0,0,96,227,217,250,0,0,0,0,673.0,645.0
C1863,1099,아파트,충청북도,24.0,0.0,4.0,0,154,505,440,0,0,0,0,0,1154.0,733.0
C1426,374,아파트,경상북도,2.0,0.0,2.0,0,96,118,0,160,0,0,0,0,321.0,262.0
C2659,504,아파트,경기도,3.0,1.0,3.0,0,116,278,110,0,0,0,0,0,438.0,365.0
C2489,1128,아파트,부산광역시,36.0,0.0,4.0,0,0,0,410,718,0,0,0,0,951.0,950.0
C2211,304,아파트,전라남도,4.0,0.0,1.0,0,0,268,36,0,0,0,0,0,230.0,244.0
C2314,600,아파트,대전광역시,13.0,0.0,2.0,0,260,268,72,0,0,0,0,0,360.0,343.0
C1861,690,아파트,전라북도,16.0,0.0,3.0,0,404,0,224,62,0,0,0,0,652.0,613.0
C2389,690,아파트,충청북도,21.0,0.0,3.0,0,0,375,135,180,0,0,0,0,694.0,561.0
C1490,749,아파트,충청북도,24.0,0.0,3.0,0,0,0,0,0,0,161,494,0,759.0,899.0
C1024,680,아파트,서울특별시,2.0,0.0,3.0,0,0,0,0,150,0,216,111,0,877.0,957.0
C1788,376,아파트,경상남도,28.0,0.0,3.0,0,0,0,0,376,0,0,0,0,380.0,412.0
C1740,783,아파트,경상북도,29.0,0.0,6.0,0,0,0,0,282,0,107,78,0,978.0,979.0
C2620,1029,아파트,전라남도,28.0,0.0,6.0,0,0,0,0,250,0,271,385,0,1061.0,1709.0
C1286,919,아파트,전라남도,27.0,0.0,2.0,0,0,0,0,0,0,192,727,0,988.0,881.0
C1089,368,아파트,전라남도,14.0,0.0,2.0,0,0,230,87,51,0,0,0,0,285.0,309.0
C2237,70,아파트,충청남도,7.0,0.0,2.0,0,0,62,8,0,0,0,0,0,50.0,55.0
C1341,922,아파트,광주광역시,7.0,0.0,1.0,0,250,516,156,0,0,0,0,0,731.0,442.0
C1338,622,아파트,부산광역시,13.0,1.0,3.0,0,0,0,504,118,0,0,0,0,551.0,551.0
C2405,600,아파트,경상남도,22.0,0.0,8.0,0,0,0,0,0,0,102,182,0,728.0,1240.0
C1969,1366,아파트,대구광역시,29.0,0.0,2.0,0,304,794,268,0,0,0,0,0,1192.0,886.0
C2274,1122,아파트,충청북도,34.0,0.0,3.0,0,296,446,380,0,0,0,0,0,1182.0,713.0
C1699,752,아파트,경기도,7.0,0.0,7.0,0,0,438,138,176,0,0,0,0,680.0,606.0
C2251,886,아파트,경기도,16.0,0.0,3.0,0,34,282,450,120,0,0,0,0,809.0,870.0
C1340,552,아파트,전라북도,21.0,0.0,3.0,0,200,192,160,0,0,0,0,0,523.0,410.0
C2373,850,아파트,제주특별자치도,9.0,0.0,5.0,0,0,492,286,72,0,0,0,0,948.0,800.0
C1455,432,아파트,강원도,2.0,0.0,5.0,0,164,104,164,0,0,0,0,0,349.0,420.0
C2137,960,아파트,경상북도,30.0,0.0,8.0,0,180,360,420,0,0,0,0,0,876.0,752.0
C1985,874,아파트,전라남도,28.0,0.0,4.0,0,0,376,322,176,0,0,0,0,722.0,630.0
C2583,1106,아파트,대전광역시,21.0,0.0,2.0,0,240,722,144,0,0,0,0,0,752.0,982.0
C2663,772,아파트,경기도,14.0,0.0,3.0,0,112,220,320,120,0,0,0,0,700.0,652.0
C2450,483,아파트,경기도,8.0,0.0,5.0,0,0,262,173,48,0,0,0,0,437.0,451.0
C2329,1028,아파트,대구광역시,24.0,0.0,5.0,0,216,540,168,104,0,0,0,0,973.0,821.0
C1834,326,아파트,강원도,4.0,0.0,1.0,0,0,212,78,36,0,0,0,0,268.0,255.0
C1848,532,아파트,광주광역시,9.0,0.0,3.0,0,0,0,0,532,0,0,0,0,660.0,625.0
C1743,791,아파트,대구광역시,16.0,1.0,1.0,0,0,0,0,0,250,373,168,0,944.0,1653.0
C1350,1401,아파트,대전광역시,2.0,0.0,6.0,0,0,0,0,690,0,476,235,0,1636.0,2315.0
C1402,344,아파트,충청북도,16.0,0.0,2.0,0,0,0,0,90,0,116,138,0,344.0,498.0
C1103,935,아파트,강원도,31.0,0.0,2.0,0,269,232,268,166,0,0,0,0,939.0,787.0
C1129,1444,아파트,경기도,2.0,1.0,10.0,0,0,0,0,1444,0,0,0,0,1275.0,1668.0
C1027,452,아파트,경상남도,21.0,0.0,5.0,0,0,262,190,0,0,0,0,0,461.0,207.0
C2377,1105,아파트,경상남도,22.0,0.0,3.0,0,0,774,140,191,0,0,0,0,1110.0,579.0
C2661,354,아파트,제주특별자치도,12.0,0.0,6.0,0,140,110,104,0,0,0,0,0,297.0,330.0
C1263,268,아파트,충청북도,4.0,0.0,5.0,0,60,148,60,0,0,0,0,0,214.0,217.0
C1136,984,아파트,경기도,31.0,0.0,19.0,0,296,296,228,164,0,0,0,0,865.0,763.0
C2605,624,아파트,강원도,6.0,0.0,3.0,0,0,450,174,0,0,0,0,0,535.0,572.0
C2393,1546,아파트,경기도,1.0,1.0,2.0,0,248,1014,284,0,0,0,0,0,1176.0,922.0
C1673,640,아파트,충청북도,22.0,0.0,1.0,0,180,280,180,0,0,0,0,0,549.0,526.0
C1017,1460,아파트,대전광역시,27.0,0.0,2.0,0,324,580,556,0,0,0,0,0,1534.0,1246.0
C2539,396,아파트,충청남도,8.0,0.0,2.0,0,196,140,60,0,0,0,0,0,237.0,228.0
C1933,1022,아파트,광주광역시,8.0,0.0,3.0,0,0,0,0,0,628,394,0,0,1202.0,1730.0
C2316,1126,아파트,대구광역시,36.0,0.0,4.0,0,308,574,244,0,0,0,0,0,983.0,712.0
C2414,924,아파트,충청북도,13.0,0.0,4.0,0,0,0,0,924,0,0,0,0,986.0,1200.0
C1301,340,아파트,대구광역시,19.0,0.0,4.0,0,120,220,0,0,0,0,0,0,320.0,202.0
C1700,922,아파트,대구광역시,39.0,0.0,2.0,0,0,0,0,922,0,0,0,0,804.0,979.0
C1636,632,아파트,경기도,7.0,0.0,20.0,0,0,0,0,0,0,128,504,0,750.0,946.0
C2612,1684,아파트,세종특별자치시,27.0,0.0,2.0,0,682,620,382,0,0,0,0,0,1689.0,1832.0
C1757,794,아파트,부산광역시,13.0,2.0,4.0,0,0,592,202,0,0,0,0,0,676.0,508.0
C2507,1454,아파트,경기도,4.0,0.0,4.0,0,939,353,118,44,0,0,0,0,880.0,763.0
C1163,316,아파트,경상북도,20.0,0.0,2.0,0,88,176,52,0,0,0,0,0,239.0,326.0
C2627,580,아파트,전라남도,18.0,0.0,2.0,0,270,138,172,0,0,0,0,0,378.0,404.0
C2040,198,아파트,충청북도,11.0,0.0,2.0,0,0,0,0,0,0,48,150,0,200.0,336.0
C2609,556,아파트,제주특별자치도,17.0,0.0,2.0,0,196,160,200,0,0,0,0,0,490.0,555.0
C2001,540,아파트,경기도,10.0,0.0,8.0,0,210,182,148,0,0,0,0,0,500.0,417.0
C1065,938,아파트,경상북도,37.0,0.0,3.0,0,298,252,388,0,0,0,0,0,1117.0,1255.0
C1363,2568,아파트,경기도,11.0,0.0,6.0,0,1290,564,714,0,0,0,0,0,1798.0,2550.0
C2579,1058,아파트,경기도,16.0,0.0,4.0,0,474,368,133,83,0,0,0,0,956.0,751.0
C1048,368,아파트,경기도,15.0,0.0,3.0,0,176,128,64,0,0,0,0,0,333.0,243.0
C1210,1088,아파트,대구광역시,39.0,0.0,4.0,0,716,372,0,0,0,0,0,0,773.0,586.0
C1320,1696,아파트,경상남도,35.0,0.0,4.0,0,616,728,352,0,0,0,0,0,1648.0,924.0
C1941,404,아파트,경상남도,19.0,0.0,3.0,0,0,0,0,0,0,0,404,0,490.0,600.0
C1326,1934,아파트,부산광역시,43.0,0.0,4.0,0,1166,464,304,0,0,0,0,0,1670.0,1153.0
C1685,295,아파트,충청북도,28.0,0.0,1.0,0,215,72,8,0,0,0,0,0,167.0,164.0
C2618,1550,아파트,경기도,40.0,0.0,7.0,0,774,408,368,0,0,0,0,0,1319.0,783.0
C1451,1618,아파트,경기도,38.0,0.0,3.0,0,714,600,304,0,0,0,0,0,1382.0,1044.0
C2143,363,아파트,강원도,2.0,0.0,2.0,0,0,0,0,0,0,176,187,0,434.0,719.0
C1968,514,아파트,강원도,0.0,0.0,3.0,0,410,52,52,0,0,0,0,0,309.0,220.0
C2470,636,아파트,대전광역시,1.0,1.0,2.0,0,0,96,264,46,0,0,0,0,772.0,887.0
C1258,840,아파트,경상남도,0.0,0.0,3.0,0,400,330,110,0,0,0,0,0,658.0,616.0
C2453,659,아파트,경기도,7.0,2.0,3.0,0,372,156,130,0,0,0,0,0,573.0,559.0
C1659,902,아파트,광주광역시,32.0,0.0,2.0,236,396,210,60,0,0,0,0,0,635.0,416.0
C1724,1256,아파트,경상남도,1.0,0.0,6.0,0,850,406,0,0,0,0,0,0,878.0,701.0
C1802,1438,아파트,세종특별자치시,3.0,0.0,2.0,0,0,0,0,1438,0,0,0,0,1500.0,1983.0
C1939,2334,아파트,경기도,13.0,0.0,3.0,0,1014,660,660,0,0,0,0,0,1713.0,1896.0
C1284,528,아파트,경상남도,0.0,0.0,5.0,0,0,0,0,528,0,0,0,0,543.0,780.0
C2595,867,아파트,경상남도,2.0,0.0,5.0,0,0,0,0,694,0,105,68,0,897.0,1359.0
C2351,542,아파트,경기도,6.0,0.0,4.0,0,0,0,0,542,0,0,0,0,542.0,646.0
C2506,1124,아파트,대구광역시,14.0,0.0,3.0,0,0,0,230,714,0,100,80,0,1201.0,1433.0
C1697,526,아파트,경기도,4.0,0.0,3.0,0,0,0,0,0,0,228,298,0,727.0,854.0
C2259,947,아파트,경기도,5.0,0.0,2.0,0,0,0,0,0,0,408,539,0,1306.0,1378.0
C1786,480,아파트,강원도,25.0,0.0,3.0,156,232,92,0,0,0,0,0,0,338.0,345.0
C1357,908,아파트,부산광역시,27.0,0.0,1.0,0,0,0,0,0,0,756,152,0,1001.0,995.0
C2570,450,아파트,전라남도,14.0,0.0,2.0,0,360,90,0,0,0,0,0,0,318.0,205.0
C1652,890,아파트,서울특별시,20.0,1.0,8.0,188,336,232,134,0,0,0,0,0,423.0,509.0
C1565,1020,아파트,대구광역시,42.0,0.0,3.0,0,650,370,0,0,0,0,0,0,719.0,588.0
C1910,616,아파트,전라북도,21.0,0.0,2.0,228,184,200,0,0,0,0,0,0,350.0,396.0
C2359,820,아파트,전라남도,9.0,0.0,3.0,0,488,212,120,0,0,0,0,0,629.0,693.0
C2139,311,아파트,경상남도,11.0,0.0,4.0,0,108,138,60,0,0,0,0,0,232.0,155.0
C1979,270,아파트,경기도,17.0,0.0,4.0,96,39,135,0,0,0,0,0,0,183.0,133.0
C1803,100,아파트,울산광역시,13.0,0.0,2.0,32,34,34,0,0,0,0,0,0,57.0,78.0
C2508,847,아파트,전라북도,13.0,0.0,3.0,0,524,226,92,0,0,0,0,0,496.0,568.0
C2531,540,아파트,제주특별자치도,22.0,0.0,6.0,98,220,126,96,0,0,0,0,0,397.0,358.0
C1695,203,아파트,전라남도,12.0,0.0,4.0,89,39,72,0,0,0,0,0,0,109.0,123.0
C2556,303,아파트,울산광역시,21.0,0.0,2.0,0,0,232,68,0,0,0,0,0,249.0,148.0
C2086,1080,아파트,세종특별자치시,7.0,0.0,2.0,0,0,0,0,606,0,234,240,0,1142.0,1524.0
C1544,442,아파트,대구광역시,10.0,0.0,2.0,0,0,0,0,0,0,146,296,0,533.0,713.0
C2154,178,아파트,강원도,2.0,0.0,1.0,0,120,20,38,0,0,0,0,0,131.0,124.0
C2496,818,아파트,전라북도,0.0,0.0,3.0,0,0,0,0,0,0,188,630,0,995.0,1400.0
C1756,404,아파트,울산광역시,1.0,0.0,3.0,0,0,0,0,0,0,0,404,0,486.0,609.0
C2362,1509,아파트,경기도,46.0,0.0,2.0,0,1074,426,0,0,0,0,0,0,1055.0,196.0
C2568,412,아파트,경상북도,31.0,0.0,2.0,140,120,150,0,0,0,0,0,0,287.0,189.0
C2245,212,아파트,경상남도,22.0,0.0,1.0,72,74,64,0,0,0,0,0,0,114.0,98.0
C2059,26,아파트,경기도,1.0,1.0,3.0,12,0,14,0,0,0,0,0,0,13.0,13.0
C2549,202,아파트,제주특별자치도,17.0,0.0,2.0,80,40,80,0,0,0,0,0,0,141.0,165.0
C1584,1227,아파트,경기도,40.0,0.0,3.0,424,426,370,0,0,0,0,0,0,857.0,507.0
C2298,581,아파트,대전광역시,21.0,0.0,3.0,96,234,248,0,0,0,0,0,0,408.0,444.0
C2225,1206,아파트,경상남도,49.0,0.0,3.0,504,246,450,0,0,0,0,0,0,842.0,448.0
C2328,1077,아파트,충청북도,4.0,0.0,2.0,0,0,0,0,1077,0,0,0,0,1239.0,1374.0
C1045,464,아파트,강원도,13.0,0.0,2.0,0,176,178,110,0,0,0,0,0,288.0,266.0
C1207,100,아파트,광주광역시,10.0,0.0,6.0,0,76,24,0,0,0,0,0,0,54.0,59.0
C1970,214,아파트,광주광역시,16.0,0.0,6.0,76,64,60,0,0,0,0,0,0,108.0,159.0
C1732,266,아파트,광주광역시,17.0,0.0,3.0,90,68,0,106,0,0,0,0,0,188.0,267.0
C2433,511,아파트,경기도,19.0,0.0,2.0,180,104,224,0,0,0,0,0,0,389.0,130.0
C1156,1004,아파트,충청북도,47.0,0.0,3.0,406,208,384,0,0,0,0,0,0,700.0,505.0
C2142,954,아파트,울산광역시,41.0,0.0,5.0,0,340,390,216,0,0,0,0,0,772.0,396.0
C2153,362,아파트,전라남도,20.0,0.0,3.0,0,112,130,120,0,0,0,0,0,345.0,280.0
C2186,924,아파트,대구광역시,0.0,0.0,8.0,0,508,220,188,0,0,0,0,0,664.0,744.0
C1176,1486,아파트,충청북도,55.0,0.0,3.0,0,348,538,600,0,0,0,0,0,1493.0,619.0
C2446,2200,아파트,경기도,32.0,0.0,5.0,100,884,560,656,0,0,0,0,0,1570.0,1204.0
C2586,90,아파트,제주특별자치도,7.0,0.0,3.0,12,42,36,0,0,0,0,0,0,66.0,57.0
C2035,492,아파트,강원도,24.0,0.0,1.0,0,156,156,180,0,0,0,0,0,521.0,246.0
C2020,40,아파트,부산광역시,7.0,1.0,2.0,20,5,15,0,0,0,0,0,0,25.0,19.0
C2437,90,아파트,충청북도,12.0,0.0,1.0,0,90,0,0,0,0,0,0,0,30.0,16.0
C2532,239,아파트,강원도,7.0,0.0,1.0,0,0,0,38,201,0,0,0,0,166.0,146.0
